event_date,industry_code,event_type,event_name,real_CAR,real_dir,pred_dir,dir_correct,llm_raw_response
2024-03-13,801890,industry_policy,推动大规模设备更新和消费品以旧换新行动方案,0.02011,+,+,True,+
2024-03-13,801040,industry_policy,推动大规模设备更新和消费品以旧换新行动方案,0.017119,+,+,True,+
2024-03-13,801030,industry_policy,推动大规模设备更新和消费品以旧换新行动方案,0.022039,+,+,True,+
2024-03-13,801880,industry_policy,推动大规模设备更新和消费品以旧换新行动方案,0.04239,+,+,True,+
2024-04-12,801790,capital_market_policy,国务院新国九条：推动资本市场高质量发展,-0.003087,-,+,False,+
2024-04-12,801780,capital_market_policy,国务院新国九条：推动资本市场高质量发展,0.028432,+,+,True,+
2024-05-14,801880,geopolitical,美国对华301关税：电动车100%+电池25%+太阳能50%,-0.018169,-,-,True,-
2024-05-14,801730,geopolitical,美国对华301关税：电动车100%+电池25%+太阳能50%,-0.024487,-,-,True,-
2024-05-14,801080,geopolitical,美国对华301关税：电动车100%+电池25%+太阳能50%,0.00901,+,-,False,-
2024-05-17,801180,industry_policy,房地产新政5·17：取消房贷利率下限+首付15%+3000亿保障房再贷款,0.027905,+,+,True,+
2024-05-17,801710,industry_policy,房地产新政5·17：取消房贷利率下限+首付15%+3000亿保障房再贷款,-0.010448,-,+,False,+
2024-05-17,801780,industry_policy,房地产新政5·17：取消房贷利率下限+首付15%+3000亿保障房再贷款,0.015168,+,+,True,+
2024-05-24,801790,capital_market_policy,证监会发布《上市公司股东减持股份管理暂行办法》及沪深北交易所配套细则,-0.005881,-,-,True,-
2024-05-24,801780,capital_market_policy,证监会发布《上市公司股东减持股份管理暂行办法》及沪深北交易所配套细则,0.00228,+,-,False,-
2024-05-24,801750,capital_market_policy,证监会发布《上市公司股东减持股份管理暂行办法》及沪深北交易所配套细则,-0.001281,-,-,True,-
2024-06-19,801790,capital_market_policy,国资委：央企市值管理纳入业绩考核,-0.009075,-,+,False,+
2024-06-19,801780,capital_market_policy,国资委：央企市值管理纳入业绩考核,0.028208,+,+,True,+
2024-07-10,801790,capital_market_policy,证监会批准中证金融暂停转融券业务、并上调融券保证金比例申请,0.00649,+,+,True,+
2024-07-10,801780,capital_market_policy,证监会批准中证金融暂停转融券业务、并上调融券保证金比例申请,-0.011593,-,+,False,+
2024-07-10,801750,capital_market_policy,证监会批准中证金融暂停转融券业务、并上调融券保证金比例申请,-0.016594,-,+,False,+
2024-07-22,801780,monetary_policy,LPR双降：1年期降至3.35%(-10bp)，5年期降至3.85%(-10bp),0.023156,+,+,True,+
2024-07-22,801790,monetary_policy,LPR双降：1年期降至3.35%(-10bp)，5年期降至3.85%(-10bp),0.025813,+,+,True,+
2024-07-22,801180,monetary_policy,LPR双降：1年期降至3.35%(-10bp)，5年期降至3.85%(-10bp),0.001992,+,+,True,+
2024-07-22,801710,monetary_policy,LPR双降：1年期降至3.35%(-10bp)，5年期降至3.85%(-10bp),0.012554,+,+,True,+
2024-08-05,801080,market_event,全球科技股黑色星期一：日股暴跌12.4%+美科技股急挫联动,-0.027684,-,-,True,-
2024-08-05,801750,market_event,全球科技股黑色星期一：日股暴跌12.4%+美科技股急挫联动,-0.042203,-,-,True,-
2024-08-05,801790,market_event,全球科技股黑色星期一：日股暴跌12.4%+美科技股急挫联动,-0.007489,-,-,True,-
2024-08-05,801770,market_event,全球科技股黑色星期一：日股暴跌12.4%+美科技股急挫联动,-0.029484,-,-,True,-
2024-08-15,801080,geopolitical,商务部、海关总署发布对锑、超硬材料相关物项实施出口管制的公告（2024年第33号，自9月15日起施行,-0.020521,-,-,True,-
2024-08-15,801880,geopolitical,商务部、海关总署发布对锑、超硬材料相关物项实施出口管制的公告（2024年第33号，自9月15日起施行,-0.017639,-,-,True,-
2024-08-15,801110,geopolitical,商务部、海关总署发布对锑、超硬材料相关物项实施出口管制的公告（2024年第33号，自9月15日起施行,0.012918,+,-,False,-
2024-08-15,801890,geopolitical,商务部、海关总署发布对锑、超硬材料相关物项实施出口管制的公告（2024年第33号，自9月15日起施行,-0.01801,-,-,True,-
2024-08-15,801050,geopolitical,商务部、海关总署发布对锑、超硬材料相关物项实施出口管制的公告（2024年第33号，自9月15日起施行,0.008483,+,-,False,-
2024-08-15,801030,geopolitical,商务部、海关总署发布对锑、超硬材料相关物项实施出口管制的公告（2024年第33号，自9月15日起施行,-0.029439,-,-,True,-
2024-09-09,801080,capital_market_policy,证监会科八条：进一步强化科创板硬科技定位,-0.014621,-,+,False,+
2024-09-09,801750,capital_market_policy,证监会科八条：进一步强化科创板硬科技定位,0.011147,+,+,True,+
2024-09-09,801770,capital_market_policy,证监会科八条：进一步强化科创板硬科技定位,0.03541,+,+,True,+
2024-09-09,801790,capital_market_policy,证监会科八条：进一步强化科创板硬科技定位,0.019094,+,+,True,+
2024-09-24,801780,monetary_policy,央行、金监总局、证监会联合发布一揽子金融政策,-0.147169,-,+,False,+
2024-09-24,801790,monetary_policy,央行、金监总局、证监会联合发布一揽子金融政策,0.165801,+,+,True,+
2024-09-24,801180,monetary_policy,央行、金监总局、证监会联合发布一揽子金融政策,0.017341,+,+,True,+
2024-09-24,801750,monetary_policy,央行、金监总局、证监会联合发布一揽子金融政策,0.172284,+,+,True,+
2024-09-26,801180,capital_market_policy,政治局会议：促进房地产市场止跌回稳,-0.017305,-,+,False,+
2024-09-26,801710,capital_market_policy,政治局会议：促进房地产市场止跌回稳,-0.010046,-,+,False,+
2024-09-26,801780,capital_market_policy,政治局会议：促进房地产市场止跌回稳,-0.095562,-,+,False,+
2024-09-27,801080,capital_market_policy,证监会并购六条：支持上市公司并购重组,0.103524,+,+,True,+
2024-09-27,801750,capital_market_policy,证监会并购六条：支持上市公司并购重组,0.10595,+,+,True,+
2024-09-27,801790,capital_market_policy,证监会并购六条：支持上市公司并购重组,0.076692,+,+,True,+
2024-09-27,801030,capital_market_policy,证监会并购六条：支持上市公司并购重组,-0.02518,-,+,False,+
2024-10-21,801780,monetary_policy,LPR双降：1年期降至3.10%(-25bp)，5年期降至3.60%(-25bp),-0.034858,-,+,False,+
2024-10-21,801790,monetary_policy,LPR双降：1年期降至3.10%(-25bp)，5年期降至3.60%(-25bp),-0.010567,-,+,False,+
2024-10-21,801180,monetary_policy,LPR双降：1年期降至3.10%(-25bp)，5年期降至3.60%(-25bp),0.055497,+,+,True,+
2024-10-21,801710,monetary_policy,LPR双降：1年期降至3.10%(-25bp)，5年期降至3.60%(-25bp),0.068042,+,+,True,+
2024-10-21,801750,monetary_policy,LPR双降：1年期降至3.10%(-25bp)，5年期降至3.60%(-25bp),0.009055,+,+,True,+
2024-10-29,801880,geopolitical,欧盟对中国电动车反补贴关税终裁：最高36.3%,0.021229,+,-,False,-
2024-10-29,801730,geopolitical,欧盟对中国电动车反补贴关税终裁：最高36.3%,0.000633,+,-,False,-
2024-11-08,801780,industry_policy,人大常委会10万亿化债方案：6万亿+4万亿置换隐性债务,0.008994,+,+,True,+
2024-11-08,801710,industry_policy,人大常委会10万亿化债方案：6万亿+4万亿置换隐性债务,-0.032636,-,+,False,+
2024-11-08,801180,industry_policy,人大常委会10万亿化债方案：6万亿+4万亿置换隐性债务,-0.076455,-,+,False,+
2024-12-02,801080,geopolitical,美BIS第三轮半导体出口管制：扩大实体清单+HBM芯片,-0.007227,-,-,True,-
2024-12-02,801770,geopolitical,美BIS第三轮半导体出口管制：扩大实体清单+HBM芯片,-0.003873,-,-,True,-
2024-12-03,801080,geopolitical,中国商务部发布2024年第46号公告，加强镓、锗、锑及超硬材料等两用物项对美国出口管制,-0.011904,-,-,True,-
2024-12-03,801880,geopolitical,中国商务部发布2024年第46号公告，加强镓、锗、锑及超硬材料等两用物项对美国出口管制,0.007095,+,-,False,-
2024-12-03,801110,geopolitical,中国商务部发布2024年第46号公告，加强镓、锗、锑及超硬材料等两用物项对美国出口管制,0.021353,+,-,False,-
2024-12-03,801890,geopolitical,中国商务部发布2024年第46号公告，加强镓、锗、锑及超硬材料等两用物项对美国出口管制,0.026975,+,-,False,-
2024-12-03,801050,geopolitical,中国商务部发布2024年第46号公告，加强镓、锗、锑及超硬材料等两用物项对美国出口管制,-0.002545,-,-,True,-
2024-12-03,801030,geopolitical,中国商务部发布2024年第46号公告，加强镓、锗、锑及超硬材料等两用物项对美国出口管制,-0.004192,-,-,True,-
2024-12-09,801780,industry_policy,中央政治局会议：适度宽松货币政策+更加积极财政政策,0.019374,+,+,True,+
2024-12-09,801790,industry_policy,中央政治局会议：适度宽松货币政策+更加积极财政政策,-0.021323,-,+,False,+
2024-12-09,801180,industry_policy,中央政治局会议：适度宽松货币政策+更加积极财政政策,-0.014077,-,+,False,+
2024-12-09,801710,industry_policy,中央政治局会议：适度宽松货币政策+更加积极财政政策,0.005345,+,+,True,+
2024-12-12,801780,industry_policy,中央经济工作会议：明年实施更加积极有为的宏观政策,0.012697,+,+,True,+
2024-12-12,801790,industry_policy,中央经济工作会议：明年实施更加积极有为的宏观政策,-0.02582,-,+,False,+
2024-12-12,801180,industry_policy,中央经济工作会议：明年实施更加积极有为的宏观政策,-0.058034,-,+,False,+
2024-12-12,801710,industry_policy,中央经济工作会议：明年实施更加积极有为的宏观政策,-0.03697,-,+,False,+
2024-12-12,801880,industry_policy,中央经济工作会议：明年实施更加积极有为的宏观政策,-0.012048,-,+,False,+
2025-01-13,801080,geopolitical,美国商务部BIS发布人工智能扩散框架(Framework for AI Diffusion)临时最终,0.024881,+,-,False,-
2025-01-13,801750,geopolitical,美国商务部BIS发布人工智能扩散框架(Framework for AI Diffusion)临时最终,0.040126,+,-,False,-
2025-01-13,801770,geopolitical,美国商务部BIS发布人工智能扩散框架(Framework for AI Diffusion)临时最终,0.047158,+,-,False,-
2025-01-15,801080,geopolitical,拜登末期AI芯片出口管制框架：分国别配额限制,0.032355,+,-,False,-
2025-01-15,801770,geopolitical,拜登末期AI芯片出口管制框架：分国别配额限制,0.069367,+,-,False,-
2025-01-15,801750,geopolitical,拜登末期AI芯片出口管制框架：分国别配额限制,0.003631,+,-,False,-
2025-01-27,801080,industry_policy,DeepSeek-R1登顶全球应用榜：中国AI里程碑,0.021832,+,+,True,+
2025-01-27,801750,industry_policy,DeepSeek-R1登顶全球应用榜：中国AI里程碑,0.13677,+,+,True,+
2025-01-27,801770,industry_policy,DeepSeek-R1登顶全球应用榜：中国AI里程碑,-0.00249,-,+,False,+
2025-01-27,801760,industry_policy,DeepSeek-R1登顶全球应用榜：中国AI里程碑,0.102936,+,+,True,+
2025-03-05,801780,industry_policy,2025政府工作报告：GDP目标5%左右+财政赤字率4%,-0.002111,-,-,True,-
2025-03-05,801790,industry_policy,2025政府工作报告：GDP目标5%左右+财政赤字率4%,0.001636,+,-,False,-
2025-03-05,801180,industry_policy,2025政府工作报告：GDP目标5%左右+财政赤字率4%,-0.027285,-,-,True,-
2025-04-02,801080,geopolitical,特朗普宣布对等关税：对华累计加征54%关税,-0.057707,-,-,True,-
2025-04-02,801110,geopolitical,特朗普宣布对等关税：对华累计加征54%关税,-0.034593,-,-,True,-
2025-04-02,801880,geopolitical,特朗普宣布对等关税：对华累计加征54%关税,-0.053564,-,-,True,-
2025-04-02,801030,geopolitical,特朗普宣布对等关税：对华累计加征54%关税,-0.026722,-,-,True,-
2025-04-02,801050,geopolitical,特朗普宣布对等关税：对华累计加征54%关税,-0.033528,-,-,True,-
2025-04-02,801890,geopolitical,特朗普宣布对等关税：对华累计加征54%关税,-0.054115,-,-,True,-
2025-04-04,801010,geopolitical,中国反制：对美所有商品加征34%关税,0.067487,+,-,False,-
2025-04-04,801030,geopolitical,中国反制：对美所有商品加征34%关税,-0.013558,-,-,True,-
2025-04-04,801050,geopolitical,中国反制：对美所有商品加征34%关税,0.00632,+,-,False,-
2025-04-04,801080,geopolitical,中国反制：对美所有商品加征34%关税,-0.005477,-,-,True,-
2025-04-07,801080,market_event,A股黑色星期一：沪指跌7.34%创业板跌12.5%,-0.005477,-,-,True,-
2025-04-07,801790,market_event,A股黑色星期一：沪指跌7.34%创业板跌12.5%,-0.021835,-,-,True,-
2025-04-07,801750,market_event,A股黑色星期一：沪指跌7.34%创业板跌12.5%,-0.022496,-,-,True,-
2025-04-07,801730,market_event,A股黑色星期一：沪指跌7.34%创业板跌12.5%,-0.047053,-,-,True,-
2025-04-07,801880,market_event,A股黑色星期一：沪指跌7.34%创业板跌12.5%,-0.011746,-,-,True,-
2025-05-07,801780,monetary_policy,央行一揽子宽松：降准0.5个百分点+降息10bp,0.030974,+,+,True,+
2025-05-07,801790,monetary_policy,央行一揽子宽松：降准0.5个百分点+降息10bp,0.024718,+,+,True,+
2025-05-07,801180,monetary_policy,央行一揽子宽松：降准0.5个百分点+降息10bp,-0.033296,-,+,False,+
2025-05-07,801710,monetary_policy,央行一揽子宽松：降准0.5个百分点+降息10bp,-0.022555,-,+,False,+
2025-05-20,801780,monetary_policy,LPR双降：1年期降至3.00%(-10bp)5年期降至3.50%(-10bp),0.016808,+,+,True,+
2025-05-20,801790,monetary_policy,LPR双降：1年期降至3.00%(-10bp)5年期降至3.50%(-10bp),-0.007534,-,+,False,+
2025-05-20,801180,monetary_policy,LPR双降：1年期降至3.00%(-10bp)5年期降至3.50%(-10bp),-0.01381,-,+,False,+
2025-05-20,801710,monetary_policy,LPR双降：1年期降至3.00%(-10bp)5年期降至3.50%(-10bp),-0.01064,-,+,False,+
